
## МОНТАЖ ВОЗДУХОВОДОВ
ВК01.01	Монтаж круглого воздуховода Ø до 100 мм	пог.м.	330-460
ВК13.07	Монтаж настенного внутреннего блока VRF мощностью до 4,0 кВт (модели 09–12)  (Монтаж внутренних блоков VRF оплачивается поштучно и независимо от базового монтажа системы; включает установку, подключение к фреоновой разводке, дренажу и шине управления	шт.	10000-16000
ВК13.08	Монтаж настенного внутреннего блока VRF мощностью 4,0–7,0 кВт (модели 12–24)	шт.	13000-20000
ВК13.09	Монтаж кассетного (4-поточного) внутреннего блока VRF мощностью до 7,0 кВт  (Кассетный блок VRF — наиболее распространённый тип внутренних блоков в офисах; монтаж в подвесной потолок с подключением к магистрали и шине управления)	шт.	18000-26000
ВК13.10	Монтаж кассетного (4-поточного) внутреннего блока VRF мощностью 7,0–14,0 кВт	шт.	23000-34000
ВК13.11	Монтаж канального внутреннего блока VRF мощностью до 12,0 кВт (низко- и средненапорный)  (Канальные блоки VRF монтируются в межпотолочном пространстве; воздуховодная сеть — отдельные позиции)	шт.	26000-39000
ВК13.12	Монтаж канального внутреннего блока VRF мощностью 12,0–22,0 кВт (высоконапорный)	шт.	36000-55000
ВК13.13	Монтаж напольно-потолочного внутреннего блока VRF любой мощности  (Напольно-потолочные блоки VRF применяются в серверных, переговорных и зонах с нестандартной планировкой)	шт.	18000-29000
ВК13.14	Прокладка главной фреоновой магистрали VRF (жидкостная + газовая труба) диаметром до 19,05+28,58 мм  (Главная магистраль — от наружного блока до первого разветвителя (рефнета); наиболее трудоёмкий участок, требует точного выдерживания уклонов и обяза	пог.м.	2300-3400
ВК13.15	Прокладка ответвления фреоновой магистрали VRF к внутреннему блоку (диаметр до 9,52+15,88 мм)  (Ответвления от рефнетов к каждому внутреннему блоку; суммарная длина по объекту нередко превышает 300–500 м)	пог.м.	1600-2300
ВК13.16	Монтаж рефнет-разветвителя жидкостной и газовой линии (комплект)  (рефнет — прецизионный элемент системы, требует точного ориентирования и герметичного соединения)	компл.	4600-7200
ВК13.17	Теплоизоляция фреоновых магистралей VRF каучуковым утеплителем (жидкостная + газовая линия)  (Обязательна для всех участков магистралей; толщина изоляции — по требованиям производителя системы (обычно 10–19 мм))	пог.м.	460-720
ВК13.18	Опрессовка фреоновой системы VRF азотом под давлением 42 бар  (Давление 42 бар — стандарт для большинства VRF-систем)	усл.	7200-12000
ВК13.19	Вакуумирование фреоновой системы VRF (многоэтапное, с контролем давления)  (VRF-системы требуют более длительного и тщательного вакуумирования, чем обычные сплит-системы — суммарный объём контура значительно больше; рекомендуется двухэтапное вакуумир	усл.	7800-13000
ВК13.20	Дозаправка системы VRF хладагентом R-410A (по расчёту длины магистралей)  (Объём дозаправки рассчитывается по формуле производителя в зависимости от диаметра и длины магистралей; крупные системы требуют 20–80 кг дополнительного хладагента)	кг.	2600-4200
ВК13.21	Монтаж проводного пульта управления индивидуальной зоной (к одному внутреннему блоку)  (Проводной пульт — стандарт управления каждой зоной VRF-системы; монтаж включает прокладку шины управления от блока до места установки пульта)	шт.	3300-5200
ВК13.22	Прокладка шины управления (сигнального кабеля) между блоками VRF системы  (Двухпроводная или трёхпроводная шина управления — «нервная система» VRF; прокладывается параллельно фреоновым магистралям)	пог.м.	130-200
ВК13.23	Монтаж центрального контроллера (группового пульта управления) для зонирования системы  (Групповой контроллер позволяет управлять несколькими блоками как единой зоной; обязателен на объектах с более чем 8 внутренними блоками)	шт.	10400-18000
ВК13.24	Монтаж и настройка сетевого адаптера для интеграции VRF-системы в BMS (Modbus, BACnet, LonWorks)  (Интеграция в систему диспетчеризации здания — стандартное требование для коммерческих объектов класса A и B+)	шт.	16000-26000
ВК13.25	Пусконаладка VRF-системы: первичный пуск, диагностика кодов ошибок, настройка адресации блоков  (ПНР VRF — высококвалифицированная работа сертифицированного специалиста; включает настройку адресов всех блоков, проверку шины управления, тестирование в	усл.	33000-65000
ВК13.26	Настройка алгоритмов работы VRF-системы: расписание, ограничения, температурные уставки  (Программирование сценариев работы под требования заказчика: рабочее и нерабочее время, ограничение температур, блокировка пультов)	усл.	13000-26000
ВК13.27	Аэродинамическая балансировка воздуховодных сетей канальных блоков VRF (при наличии)  (При наличии канальных блоков — обязательная процедура; выполняется после полного монтажа и первичного пуска системы)	усл.	10000-23000
ВК13.28	Составление исполнительной документации VRF-системы (схемы, протоколы, паспорт объекта)  (Полный комплект: схема фреоновых магистралей, адресная таблица блоков, протоколы опрессовки и вакуумирования, акт дозаправки, паспорт системы — обязателен для г	усл.	16000-33000

## МОНТАЖ ФРЕОНОВЫХ ТРАСС
ВК14.01	Прокладка трассы: жидкостная Ø6,35 мм + газовая Ø9,52 мм (системы до 2,5 кВт, модель 07)  (включает раскатку труб в изоляции, крепление к стене/потолку на хомуты, совместную прокладку с дренажным шлангом)	пог.м.	1170-1600
ВК14.02	Прокладка трассы: жидкостная Ø6,35 мм + газовая Ø12,70 мм (системы 2,5–3,5 кВт, модель 09–12)  (включает раскатку труб в изоляции, крепление к стене/потолку на хомуты, совместную прокладку с дренажным шлангом)	пог.м.	1370-1800
ВК14.03	Прокладка трассы: жидкостная Ø6,35 мм + газовая Ø15,88 мм (системы 3,5–5,0 кВт, модель 12–18)  (включает раскатку труб в изоляции, крепление к стене/потолку на хомуты, совместную прокладку с дренажным шлангом)	пог.м.	1700-2300
ВК14.04	Прокладка трассы: жидкостная Ø9,52 мм + газовая Ø15,88 мм (системы 5,0–7,0 кВт, модель 18–24)  (включает раскатку труб в изоляции, крепление к стене/потолку на хомуты, совместную прокладку с дренажным шлангом)	пог.м.	2000-2600
ВК14.05	Прокладка трассы: жидкостная Ø9,52 мм + газовая Ø19,05 мм (системы 7,0–9,0 кВт, модель 24–28)  (включает раскатку труб в изоляции, крепление к стене/потолку на хомуты, совместную прокладку с дренажным шлангом)	пог.м.	2200-3000
ВК14.06	Прокладка трассы: жидкостная Ø12,70 мм + газовая Ø19,05 мм (системы 9,0–14,0 кВт, модель 28–48)  (включает раскатку труб в изоляции, крепление к стене/потолку на хомуты, совместную прокладку с дренажным шлангом)	пог.м.	2700-3600
ВК14.07	Прокладка трассы: жидкостная Ø15,88 мм + газовая Ø28,58 мм (системы 14,0–22,0 кВт, модель 48–72)  (включает раскатку труб в изоляции, крепление к стене/потолку на хомуты, совместную прокладку с дренажным шлангом; трубы крупного диаметра — требуют спе	пог.м.	3300-4400
ВК14.08	Прокладка трассы: жидкостная Ø15,88 мм + газовая Ø34,92 мм (системы 22,0–30,0 кВт, колонные и VRF)  (включает раскатку труб в изоляции, крепление к стене/потолку на хомуты, совместную прокладку с дренажным шлангом; применяется для колонных систем и V	пог.м.	3900-5200
ВК14.09	Прокладка трассы: жидкостная Ø19,05 мм + газовая Ø38,10 мм (VRF-магистраль свыше 30 кВт)  (включает раскатку труб в изоляции, крепление к стене/потолку на хомуты, совместную прокладку с дренажным шлангом. Крупнейший типоразмер для главных магистралей	пог.м.	4900-6800
ВК14.10	Прокладка трассы скрытым способом в штробе: диаметры Ø6,35+9,52 мм — Ø9,52+15,88 мм  (Скрытая прокладка в штробе: штробление стены, укладка труб в изоляции, заделка штробы — трудоёмкость в 2,5–3 раза выше открытой прокладки. Штробление оплачивается о	пог.м.	2600-3900
ВК14.11	Прокладка трассы скрытым способом в штробе: диаметры Ø9,52+19,05 мм — Ø12,70+19,05 мм  (Скрытая прокладка в штробе: штробление стены, укладка труб в изоляции, заделка штробы — трудоёмкость в 2,5–3 раза выше открытой прокладки. Штробление оплачивается	пог.м.	3600-5100
ВК14.12	Прокладка трассы скрытым способом в штробе: диаметры Ø15,88+28,58 мм и крупнее  (Крупные диаметры требуют широкой штробы (от 80 мм); возможна только в несущих стенах по согласованию с проектировщиком)	пог.м.	4900-7200
ВК14.13	Штробление стены под фреоновую трассу (кирпич, газобетон), глубина до 60 мм, ширина до 80 мм  (Отдельная позиция — штробление выполняется штроборезом или болгаркой; бетонные стены и железобетон — наценка +50–80%)	пог.м.	650-1040
ВК14.14	Штробление железобетонной стены или перекрытия (алмазная резка)  (Алмазная резка ж/б — специализированная работа; требует согласования с конструктором при наличии армирования)	пог.м.	1600-2600
ВК14.15	Заделка штробы после укладки фреоновой трассы (грунтовка, штукатурка)  (Работа по заделке выполняется монтажником совместно с отделочником; без неё скрытая прокладка не считается завершённой)	пог.м.	390-650
ВК14.16	Наценка за прокладку трассы в декоративном коробе 60×60 мм	пог.м.	910-1300
ВК14.17	Наценка за прокладку трассы в декоративном коробе 100×60 мм	пог.м.	1170-1700
ВК14.18	Наценка за прокладку трассы в декоративном коробе 120×80 мм и крупнее  (Крупный короб применяется при совместной прокладке фреоновой трассы, дренажного шланга и электрокабеля)	пог.м.	1400-2100
ВК14.19	Монтаж угловых и соединительных элементов декоративного короба (угол, заглушка, соединитель)  (Отдельная позиция — при извилистой трассе количество фасонных элементов может быть значительным)	шт.	130-200
ВК14.20	Монтаж кабельного канала из ПВХ для совместной прокладки трассы и электрокабеля  (Применяется при аккуратном монтаже в жилых помещениях с чистовой отделкой)	пог.м.	460-720
ВК14.21	Высокотемпературная пайка медной трубы фреоновой трассы Ø16–18 мм (одно соединение)  (выполняется азотным заполнением трубы для предотвращения окисления)	шт.	910-1300
ВК14.22	Высокотемпературная пайка медной трубы Ø20–25 мм (одно соединение)  (выполняется азотным заполнением трубы для предотвращения окисления)	шт.	1110-1600
ВК14.23	Высокотемпературная пайка медной трубы Ø28–42 мм (одно соединение)  (пайка крупных диаметров требует мощной горелки и значительного расхода присадочного материала)	шт.	1400-2100
ВК14.24	Монтаж вальцованного (развальцованного) соединения фреоновой трассы с блоком  (Стандартное соединение трассы с внутренним и наружным блоком через гайку и вальцовку; цена за одно соединение (на системе их 4 — по два на каждый блок))	шт.	520-850
ВК14.25	Перевальцовка (повторная вальцовка) резьбового соединения трассы кондиционера  (выполняется при обнаружении утечки в месте соединения)	шт.	590-910
ВК14.26	Теплоизоляция фреоновой трассы каучуковым утеплителем (Armaflex или аналог), толщина 9–13 мм  (Стандартная изоляция для помещений; включает изоляцию обеих труб (жидкостной и газовой) и проклейку стыков; цена за комплект (пара труб))	пог.м.	330-520
ВК14.27	Теплоизоляция фреоновой трассы для наружного участка (УФ-стойкий каучук или оцинкованный кожух), толщина 19–25 мм  (Наружный участок трассы требует УФ-защиты и большей толщины изоляции; без этого изоляция разрушается за 1–2 сезона)	пог.м.	520-850
ВК14.28	Монтаж оцинкованного защитного кожуха (лотка) поверх изоляции на наружном участке трассы  (Защищает изоляцию от механических повреждений, УФ-излучения и птиц; применяется на открытых фасадных участках длиной свыше 1 м)	пог.м.	460-720

## МОНТАЖ ДРЕНАЖНЫХ СИСТЕМ (слив конденсата)
ВК15.01	Прокладка гибкого дренажного шланга Ø16–20 мм открытым способом (без короба)  (включает крепление на хомуты с соблюдением уклона не менее 1 см на 1 м длины — критически важно для самотёчного дренажа)	пог.м.	360-520
ВК15.02	Прокладка гибкого дренажного шланга Ø16–20 мм в декоративном коробе совместно с фреоновой трассой  (совместная прокладка с трассой требует соблюдения уклона шланга независимо от направления короба)	пог.м.	520-750
ВК15.03	Прокладка жёсткой дренажной трубы ПВХ Ø20–32 мм (самотёчная система)	пог.м.	420-620
ВК15.04	Прокладка жёсткой дренажной трубы ПВХ Ø32–50 мм (коллекторная дренажная магистраль)  (Коллекторная магистраль объединяет дренаж от нескольких блоков; применяется при кассетных и VRF-системах с несколькими внутренними блоками на одном этаже)	пог.м.	550-810
ВК15.05	Прокладка дренажного трубопровода ПВХ Ø50–110 мм с подключением к системе канализации здания  (Врезка в стояк канализации или подключение к горизонтальному коллектору; требует соблюдения санитарных норм и установки сифона)	пог.м.	780-1170
ВК15.06	Прокладка капиллярной трубки Ø6–10 мм для дренажа помпы (напорная линия)  (капиллярная трубка — напорный отвод от помпы к точке сброса)	пог.м.	360-550
ВК15.07	Прокладка дренажного шланга скрытым способом в штробе или за отделкой  (Скрытая прокладка дренажа — обязательна при скрытой фреоновой трассе; уклон выдерживается особенно тщательно — исправить после заделки штробы невозможно)	пог.м.	650-1040
ВК15.08	Подключение дренажного трубопровода к сифону раковины, трапу или канализационному стояку  (Подключение к канализации — ответственный узел; неправильное подключение приводит к появлению запаха канализации в помещении)	шт.	2000-3300
ВК15.09	Установка проточной (встраиваемой) дренажной помпы малой производительности (до 10 л/ч)  (проточная помпа встраивается непосредственно в поддон внутреннего блока; применяется при настенных и кассетных блоках, когда нет самотёчного уклона)	шт.	7200-10000
ВК15.10	Установка накопительной дренажной помпы (резервуарного типа, производительность 20–40 л/ч)  (накопительная помпа устанавливается рядом с блоком или в межпотолочном пространстве; имеет сигнализацию переполнения)	шт.	9800-14000
ВК15.11	Установка дренажной помпы высокой производительности (свыше 40 л/ч) для кассетных и канальных систем  (Применяется при нескольких внутренних блоках на одной помпе или при большой длине напорного дренажного трубопровода (свыше 5 м подъёма))	шт.	13000-21000
ВК15.12	Подключение дренажной помпы к электропитанию и блоку управления кондиционера  (Помпа должна работать синхронно с блоком кондиционера; подключение к клеммной колодке блока обязательно — самостоятельная подача питания некорректна)	шт.	2000-3300
ВК15.13	Замена дренажной помпы (при неисправности, без демонтажа блока)	шт.	3300-5200
ВК15.14	Установка дренажного сифона (гидрозатвора) на дренажный трубопровод кондиционера  (сифон обязателен при подключении дренажа к канализации — исключает попадание канализационных газов в помещение через поддон кондиционера)	шт.	3300-5200
ВК15.15	Установка обратного клапана на дренажном трубопроводе (защита от обратного заброса)  (Предотвращает обратное поступление воды при засоре коллектора; особенно важно при подключении нескольких блоков в общую дренажную магистраль)	шт.	1600-2600
ВК15.16	Установка тройника и ревизионной заглушки на дренажном трубопроводе (для прочистки)  (Ревизионный тройник на длинных дренажных трассах (свыше 5 м) — обязательный элемент: позволяет прочистить засор без демонтажа трубопровода)	шт.	910-1400
ВК15.17	Монтаж дренажного коллектора для объединения дренажа от нескольких внутренних блоков  (Применяется при VRF-системах и мульти-сплит с несколькими кассетными блоками на этаже; коллектор объединяет отводы в одну магистраль)	шт.	3900-6500
ВК15.18	Монтаж саморегулирующегося греющего кабеля на дренажный трубопровод (наружный участок)  (важная позиция: без обогрева наружного дренажа он замерзает при −15°С и ниже)	пог.м.	780-1170
ВК15.19	Монтаж терморегулятора (термостата) для управления греющим кабелем дренажа  (Терморегулятор включает обогрев только при падении температуры ниже +5°С — экономит электроэнергию; без него кабель работает круглосуточно весь зимний период)	шт.	2600-4200
ВК15.20	Теплоизоляция наружного участка дренажного трубопровода (вспененный полиэтилен или каучук)  (Совместно с греющим кабелем — стандартное решение для наружных дренажных трасс в холодных регионах; без изоляции мощность кабеля недостаточна при сильных мор	пог.м.	260-460
ВК15.21	Промывка и прочистка дренажного трубопровода кондиционера (при засоре)  (Выполняется при засоре дренажа: прочистка ершом или гидропромывка; при сильном засоре — разборка узлов подключения)	шт.	2600-4600
ВК15.22	Демонтаж дренажного шланга (при ремонте или замене блока)	пог.м.	200-360
ВК15.23	Проверка дренажной системы: тестирование уклона, герметичности и работы помпы  (Обязательная процедура при сдаче системы; выполняется заливкой воды в поддон с проверкой отвода и работы помпы (при наличии))	усл.	1300-2300

## МОНТАЖ ДОПОЛНИТЕЛЬНЫХ ОПЦИЙ И АКСЕССУАРОВ
ВК16.01	Установка зимнего комплекта для холодной модели (подогрев картера компрессора)  (при эксплуатации ниже −15°С без подогрева картера масло загустевает и компрессор выходит из строя при пуске)	шт.	11100-16000
ВК16.02	Установка зимнего комплекта для реверсивной модели (подогрев картера + реле давления на тепло)  (реверсивные модели (с функцией обогрева) требуют дополнительного реле — иначе система не переключается в режим тепло при низком давлении фреона)	шт.	16000-22000
ВК16.03	Установка зимнего комплекта для инверторной сплит-системы с низкотемпературным стартом (до −30°С)  (Современные инверторные модели с заявленным диапазоном до −25…−30°С требуют специального комплекта: подогрев картера, регулятор скорости вентилятора н	шт.	13000-20000
ВК16.04	Установка регулятора скорости вентилятора наружного блока (для зимней эксплуатации)  (регулятор поддерживает давление конденсации при низких температурах наружного воздуха)	шт.	6500-10000
ВК16.05	Монтаж козырька от снега и наледи над наружным блоком  (козырёк предотвращает намерзание снега на вентилятор наружного блока и его механическое повреждение)	шт.	3900-6500
ВК16.06	Монтаж проводного пульта управления кондиционером (вместо штатного ИК-пульта)	шт.	2300-3900
ВК16.07	Монтаж выносного ИК-приёмника сигнала (для управления из труднодоступных зон)  (Применяется при встраивании внутреннего блока за декоративной панелью или в нишу, где штатный ИК-приёмник недоступен)	шт.	1600-2600
ВК16.08	Монтаж Wi-Fi модуля управления кондиционером (для управления со смартфона)  (Подключение через штатный Wi-Fi-адаптер производителя или универсальный модуль (Broadlink, Tuya); настройка приложения на смартфоне заказчика)	шт.	2600-4600
ВК16.09	Установка адаптера интеграции кондиционера в систему «Умный дом» (KNX, Z-Wave, Zigbee)  (Для интеграции в профессиональные системы автоматизации зданий и жилых «умных домов»; требует настройки шлюза и программирования сценариев)	шт.	5900-10000
ВК16.10	Установка адаптера KRP или аналога (интерфейсный модуль для нестандартного подключения)  (KRP — интерфейсный модуль Daikin для подключения к BMS или нестандартным системам управления)	шт.	3900-5900
ВК16.11	Установка термостата-гигростата для управления кондиционером по температуре и влажности	шт.	3900-6500
ВК16.12	Установка блока ротации (чередования) кондиционеров при параллельной работе  (блок ротации обеспечивает равномерную выработку ресурса при наличии нескольких резервных кондиционеров)	шт.	12000-18000
ВК16.13	Программирование недельного расписания работы кондиционера (таймер вкл/выкл)  (Настройка встроенного таймера или внешнего программируемого реле)	шт.	1040-2000
ВК16.14	Дозаправка системы хладагентом R-410A при длине трассы свыше 7,5 м	усл.	2900-4900
ВК16.15	Дозаправка системы хладагентом R-32 при длине трассы свыше 7,5 м  (R-32 — основной хладагент новых инверторных систем с 2022 г.; имеет меньший потенциал глобального потепления, чем R-410A)	усл.	2600-4600
ВК16.16	Полная заправка системы хладагентом по весу (после ремонта или замены блока)  (Цена за 1 кг хладагента с работой по заправке; объём определяется по паспорту оборудования. Для R-32 и R-410A цены сопоставимы)	кг.	2300-3600
ВК16.17	Откачка (рекуперация) хладагента из системы перед демонтажем или ремонтом  (Обязательная экологическая процедура: выброс хладагентов в атмосферу запрещён законодательством РФ; откачка производится специальным рекуперационным оборудованием)	усл.	4600-7800
ВК16.18	Монтаж антивандальной защитной решётки (клетки) на наружный блок настенной сплит-системы  (Применяется на первых этажах, в подвалах, на парковках и публичных пространствах)	шт.	7200-11100
ВК16.19	Монтаж виброизолирующих подкладок (антивибрационных опор) под наружный блок  (Снижают передачу вибрации на строительные конструкции; обязательны в жилых зданиях и при установке на кровле — снижают структурный шум в помещениях)	компл.	1300-2300
ВК16.20	Монтаж грозозащитного устройства (УЗИП) на линию питания кондиционера  (Устройство защиты от импульсных перенапряжений; особенно актуально для наружных блоков на кровле и для оборудования в грозоопасных районах)	шт.	4600-7200
ВК16.21	Монтаж сетчатого фильтра-защиты теплообменника наружного блока от тополиного пуха и загрязнений  (Актуально в период цветения тополей (май–июнь); тополиный пух забивает теплообменник наружного блока за несколько дней и вызывает аварийное отключение п	шт.	2600-4600
ВК16.22	Подключение кондиционера к существующей розетке или клеммной колодке (до 5 м кабеля)  (Базовое подключение электропитания; включено в стоимость монтажа кондиционера, но при отдельном вызове или нестандартной схеме оплачивается самостоятельно)	шт.	2000-3300
ВК16.23	Прокладка силового кабеля питания кондиционера от щитка (свыше 5 м)  (Цена за погонный метр без учёта стоимости кабеля; включает прокладку в кабельном канале или гофротрубе, подключение к автомату защиты)	пог.м.	200-330
ВК16.24	Монтаж отдельного автоматического выключателя в щитке для линии кондиционера  (По требованиям ПУЭ кондиционер мощностью свыше 3,5 кВт должен питаться от отдельного автомата; без этого страховые компании нередко отказывают в выплате при пожаре)	шт.	2300-3900
ВК16.25	Монтаж устройства защитного отключения (УЗО) для линии питания кондиционера  (УЗО — защита от утечки тока; обязательно при установке кондиционера во влажных помещениях (ванная, бассейн, кухня промышленная) и в детских учреждениях)	шт.	2900-4600

## ПУСКОНАЛАДОЧНЫЕ РАБОТЫ СИСТЕМ КОНДИЦИОНИРОВАНИЯ
ВК17.01	Вакуумирование фреонового контура одиночной сплит-системы (однократное, с контролем вакуума)  (Стандартная процедура перед первым пуском; вакуум-насос удаляет воздух и влагу из контура. Минимальное время — 30–45 минут с последующим контролем давления	усл.	2600-4600
ВК17.02	Вакуумирование фреонового контура двухэтапное (с промежуточным стравливанием и повторным вакуумированием)  (Рекомендуется при трассах свыше 10 м и при работе с R-32; двухэтапный цикл обеспечивает более полное удаление влаги из контура и снижает риск	усл.	4600-7200
ВК17.03	Опрессовка фреонового контура азотом под давлением 40–42 бар (проверка герметичности)  (Выполняется до вакуумирования при скрытой прокладке трассы или на коммерческих объектах; давление выдерживается не менее 24 часов с фиксацией показаний манометра)	усл.	3900-6500
ВК17.04	Опрессовка фреонового контура азотом для мульти-сплит или VRF-системы (суммарная длина трасс свыше 30 м)  (Для сложных систем объём азота и время проведения опрессовки значительно выше — требуется баллон азота от 10 л и более)	усл.	7200-12000
ВК17.05	Контрольная проверка герметичности системы электронным течеискателем после пуска  (Электронный течеискатель обнаруживает утечки хладагента менее 3 г/год — недостижимо при визуальном осмотре. Обязательна при скрытых трассах и перед сдачей коммерческог	усл.	3300-5200
ВК17.06	Пробный пуск настенной или кассетной сплит-системы с проверкой всех режимов работы  (Проверка режимов охлаждения, обогрева, вентиляции, осушения и авторежима; контроль температуры воздуха на подаче и обратке; проверка дренажа и управления)	усл.	2600-4600
ВК17.07	Пробный пуск мульти-сплит системы (проверка каждого внутреннего блока поочерёдно)  (Время пуска пропорционально количеству блоков; при 4 внутренних блоках проверка занимает 2–3 часа)	усл.	4600-7800
ВК17.08	Пробный пуск канальной сплит-системы с проверкой воздухораспределения по помещениям  (Дополнительно к стандартному пуску: визуальная проверка подачи воздуха через все решётки/диффузоры, оценка равномерности распределения)	усл.	5900-10000
ВК17.09	Пробный пуск VRF/VRV системы с диагностикой кодов и проверкой всех зон  (ПНР VRF — работа сертифицированного специалиста; включает диагностику по сервисному меню, проверку адресации блоков, тестирование всех зон и режимов работы BS-блоков (при наличи	усл.	26000-52000
ВК17.10	Повторный выезд для пробного пуска (если первый выезд невозможен из-за неготовности объекта)  (Оплачивается при переносе пуска по вине заказчика (неготовность электрики, строительная грязь, закрытый доступ к блокам и т.д.))	выезд	3300-5200
ВК17.11	Замер рабочего тока компрессора и вентилятора (токоизмерительными клещами)  (Рабочий ток сравнивается с паспортными данными; отклонение более 10% — признак неисправности компрессора, недозаправки или перегрева)	усл.	1600-2600
ВК17.12	Замер давления в фреоновом контуре (манометрическим коллектором)  (Измерение давления на стороне низкого и высокого давления позволяет оценить заправку системы, состояние компрессора и теплообменников)	усл.	2000-3300
ВК17.13	Замер температуры воздуха на подаче и обратке внутреннего блока (перепад ΔT)  (Нормальный перепад температур: 8–12°С в режиме охлаждения. Отклонение указывает на недозаправку, загрязнение теплообменника или неисправность вентилятора)	усл.	1040-1800
ВК17.14	Замер уровня шума системы кондиционирования (шумомером) с составлением протокола  (выполняется при работающей системе в режиме охлаждения при максимальной скорости вентилятора)	усл.	3900-6500
ВК17.15	Замер сопротивления изоляции силовых цепей кондиционера (мегаомметром)  (Обязательное электрическое измерение при сдаче коммерческого объекта; оформляется протоколом электрических измерений)	усл.	2000-3300
ВК17.16	Тепловизионная съёмка фреоновой трассы и соединений (проверка теплоизоляции и утечек)  (Тепловизор выявляет места нарушения изоляции трассы, потенциальные утечки и зоны перегрева; особенно ценно при скрытой прокладке в отделке)	усл.	5200-9100
ВК17.17	Составление паспорта системы кондиционирования (по форме производителя или заказчика)  (Паспорт фиксирует тип оборудования, серийные номера блоков, длину трассы, объём хладагента, дату монтажа и контакты монтажной организации — обязателен для гаранти	усл.	3300-6500
